note_text,icd_code
Fracture of tooth (traumatic) initial encounter for open fracture ,S02.5xxB
Laceration without foreign body of oral cavity initial encounter ,S01.512A
Laceration without foreign body of oral cavity initial encounter ,S01.512A
Laceration without foreign body of oral cavity initial encounter ,S01.512A
Laceration with foreign body of oral cavity initial encounter ,S01.522A
Laceration with foreign body of oral cavity initial encounter ,S01.522A
Laceration with foreign body of oral cavity initial encounter ,S01.522A
Fracture of tooth (traumatic) initial encounter for open fracture ,S02.5xxB
Laceration with foreign body of oral cavity initial encounter ,S01.522A
Laceration with foreign body of oral cavity initial encounter ,S01.522A
Laceration with foreign body of oral cavity initial encounter ,S01.522A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Laceration with foreign body of unspecified part of head initial encounter ,S01.92xA
Unspecified open wound of larynx initial encounter ,S11.019A
Unspecified open wound of larynx initial encounter ,S11.019A
Unspecified open wound of trachea initial encounter ,S11.029A
Laceration with foreign body of larynx initial encounter ,S11.012A
Laceration with foreign body of larynx initial encounter ,S11.012A
Laceration with foreign body of trachea initial encounter ,S11.022A
Unspecified open wound of thyroid gland initial encounter ,S11.10xA
Laceration with foreign body of thyroid gland initial encounter ,S11.12xA
Unspecified open wound of pharynx and cervical esophagus initial encounter ,S11.20xA
Laceration with foreign body of pharynx and cervical esophagus initial encounter ,S11.22xA
Unspecified open wound of other specified part of neck initial encounter ,S11.80xA
Laceration with foreign body of other specified part of neck initial encounter ,S11.82xA
Unspecified open wound of unspecified front wall of thorax without penetration into thoracic cavity initial encounter ,S21.109A
Laceration with foreign body of unspecified front wall of thorax without penetration into thoracic cavity initial encounter ,S21.129A
Unspecified open wound of unspecified back wall of thorax without penetration into thoracic cavity initial encounter ,S21.209A
Laceration with foreign body of lower back and pelvis without penetration into retroperitoneum initial encounter ,S31.020A
Unspecified open wound of unspecified buttock initial encounter ,S31.809A
Laceration with foreign body of unspecified buttock initial encounter ,S31.802A
Unspecified open wound of penis initial encounter ,S31.20xA
Laceration with foreign body of penis initial encounter ,S31.22xA
Unspecified open wound of scrotum and testes initial encounter ,S31.30xA
Laceration with foreign body of scrotum and testes initial encounter ,S31.32xA
Unspecified open wound of vagina and vulva initial encounter ,S31.40xA
Laceration with foreign body of vagina and vulva initial encounter ,S31.42xA
Unspecified open wound of vagina and vulva initial encounter ,S31.40xA
Laceration with foreign body of vagina and vulva initial encounter ,S31.42xA
Unspecified open wound of unspecified external genital organs male initial encounter ,S31.501A
Laceration with foreign body of unspecified external genital organs female initial encounter ,S31.522A
Unspecified open wound of unspecified breast initial encounter ,S21.009A
Laceration with foreign body of unspecified breast initial encounter ,S21.029A
Unspecified open wound of abdominal wall epigastric region without penetration into peritoneal cavity initial encounter ,S31.102A
Laceration of abdominal wall with foreign body epigastric region without penetration into peritoneal cavity initial encounter ,S31.122A
Unspecified open wound of abdominal wall unspecified quadrant without penetration into peritoneal cavity initial encounter ,S31.109A
Laceration of abdominal wall with foreign body unspecified quadrant without penetration into peritoneal cavity initial encounter ,S31.129A
Unspecified open wound of lower back and pelvis without penetration into retroperitoneum initial encounter ,S31.000A
Laceration with foreign body of lower back and pelvis without penetration into retroperitoneum initial encounter ,S31.020A
Unspecified open wound of lower back and pelvis without penetration into retroperitoneum initial encounter ,S31.000A
Laceration with foreign body of lower back and pelvis without penetration into retroperitoneum initial encounter ,S31.020A
Unspecified open wound of unspecified shoulder initial encounter ,S41.009A
Unspecified open wound of unspecified shoulder initial encounter ,S41.009A
Unspecified open wound of unspecified shoulder initial encounter ,S41.009A
Unspecified open wound of unspecified upper arm initial encounter ,S41.109A
Unspecified open wound of unspecified upper arm initial encounter ,S41.109A
Laceration with foreign body of unspecified shoulder initial encounter ,S41.029A
Laceration with foreign body of unspecified shoulder initial encounter ,S41.029A
Laceration with foreign body of unspecified shoulder initial encounter ,S41.029A
Laceration with foreign body of unspecified upper arm initial encounter ,S41.129A
Laceration with foreign body of unspecified upper arm initial encounter ,S41.129A
Laceration of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm initial encounter ,S46.929A
Laceration of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm initial encounter ,S46.929A
Laceration of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm initial encounter ,S46.929A
Laceration of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm initial encounter ,S46.929A
Laceration of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm initial encounter ,S46.929A
Unspecified open wound of unspecified forearm initial encounter ,S51.809A
Unspecified open wound of unspecified elbow initial encounter ,S51.009A
Unspecified open wound of unspecified wrist initial encounter ,S61.509A
Laceration with foreign body of unspecified forearm initial encounter ,S51.829A
Laceration with foreign body of unspecified elbow initial encounter ,S51.029A
Laceration with foreign body of unspecified wrist initial encounter ,S61.529A
Laceration of unspecified muscles fascia and tendons at forearm level unspecified arm initial encounter ,S56.929A
Laceration of unspecified muscles fascia and tendons at forearm level unspecified arm initial encounter ,S56.929A
Laceration of unspecified muscle fascia and tendon at wrist and hand level unspecified hand initial encounter ,S66.929A
Unspecified open wound of unspecified hand initial encounter ,S61.409A
Laceration with foreign body of unspecified hand initial encounter ,S61.429A
Laceration of unspecified muscle fascia and tendon at wrist and hand level unspecified hand initial encounter ,S66.929A
Unspecified open wound of unspecified finger without damage to nail initial encounter ,S61.209A
Laceration with foreign body of unspecified finger without damage to nail initial encounter ,S61.229A
Laceration of intrinsic muscle fascia and tendon of unspecified finger at wrist and hand level initial encounter ,S66.529A
Unspecified open wound of unspecified shoulder initial encounter ,S41.009A
Laceration with foreign body of unspecified shoulder initial encounter ,S41.029A
Unspecified open wound of unspecified shoulder initial encounter ,S41.009A
Complete traumatic metacarpophalangeal amputation of unspecified thumb initial encounter ,S68.019A
Complete traumatic metacarpophalangeal amputation of unspecified thumb initial encounter ,S68.019A
Complete traumatic metacarpophalangeal amputation of unspecified finger initial encounter ,S68.119A
Complete traumatic metacarpophalangeal amputation of unspecified finger initial encounter ,S68.119A
Complete traumatic amputation at level between elbow and wrist unspecified arm initial encounter ,S58.119A
Complete traumatic amputation at level between elbow and wrist unspecified arm initial encounter ,S58.119A
Complete traumatic amputation at level between unspecified shoulder and elbow initial encounter ,S48.119A
Complete traumatic amputation at level between unspecified shoulder and elbow initial encounter ,S48.119A
Complete traumatic amputation of unspecified shoulder and upper arm level unspecified initial encounter ,S48.919A
Complete traumatic amputation of unspecified shoulder and upper arm level unspecified initial encounter ,S48.919A
Complete traumatic amputation of right shoulder and upper arm level unspecified initial encounter ,S48.911A
